time_diff_minutes,distance_km,scan_day_of_week,scan_hour_of_day,is_first_scan,historical_attendance_rate,last_attendance_streak,is_proxy
50.76905019,19.49360615,6,17,0,0.925539449,12,1
91.16814419,0,1,12,0,0.870480585,17,0
0,0,2,9,0,0.782399761,1,0
0,8.404077778,2,16,0,0.842330474,15,0
52.86343141,0,0,13,0,0.800132979,14,1
18.29744125,6.851223325,0,10,0,0.873794021,20,0
43.73910752,11.16887875,4,14,0,0.966700183,22,0
0.5323213,15.45458632,1,16,0,0.870791495,16,0
31.13079826,3.11332183,0,10,0,0.889516725,9,0
20.39626227,2.150639365,0,9,0,0.855624354,1,0
79.03701863,0,5,14,0,0.715349652,17,1
38.56717358,0,1,14,0,0.769857567,13,0
42.25285155,1.938562672,4,11,0,0.847600519,21,0
9.044386147,7.461025881,0,16,0,0.793070585,21,0
5.688921438,12.54059723,4,15,0,0.754529079,5,0
8.128028171,0,3,8,0,0.851239853,10,0
44.77177792,17.92598139,4,8,0,0.796842938,6,0
8.640844042,1.523388657,2,12,0,0.777432293,24,0
40.13366384,3.846000469,2,13,1,0.839195625,19,1
119.2524218,0,4,10,0,0.739985277,13,0
65.89251777,0,2,16,0,0.97832372,1,0
12.8484399,12.2658968,3,17,0,0.960310629,20,0
80.51834079,10.89699467,1,13,0,0.912286176,15,0
9.212829782,1.428496843,2,11,0,0.731864148,14,0
0,4.667686872,2,14,0,0.932763176,8,0
0,8.842688913,4,15,0,0.942387198,10,0
0,0,3,16,1,0.930329385,9,0
11.71901336,0,6,13,0,0.734189766,17,0
28.11021202,11.43097993,6,13,0,0.893172387,9,0
101.5748698,0,6,15,1,0.950297439,3,0
41.77984344,6.774651443,6,12,0,0.87320602,11,1
17.58605881,0,1,10,1,0.893922213,12,0
64.04399784,8.382277177,4,10,0,0.837509044,10,1
0,3.713257484,4,13,1,0.858612196,17,0
37.7338916,0,5,9,0,0.710313058,17,1
61.45014959,14.87621368,3,13,0,0.891688907,11,0
0,0,6,13,1,0.724434164,22,0
77.97236845,0,1,15,0,0.830504378,4,0
42.29245224,5.909901572,3,14,0,0.787796529,7,0
8.893251497,14.72647288,6,15,0,0.863628385,21,0
55.33185732,0,1,16,0,0.740024901,14,0
120,4.618298396,3,13,0,0.907493021,7,0
35.35237435,8.032490143,4,10,0,0.938503461,24,0
38.29244828,10.49024991,4,17,0,0.749006335,8,0
6.940434951,5.685526272,0,10,0,0.731293926,1,0
0,0.631526029,2,8,0,0.743654645,24,0
64.08521536,0,6,12,0,0.963138269,22,1
0,4.845801971,5,11,0,0.858456779,4,0
30.46512433,0,3,16,0,0.840178299,12,0
6.129738793,0,5,16,0,0.732013546,24,0
48.51708939,8.104499091,0,12,0,0.894866802,3,0
42.07825061,12.45085893,2,17,0,0.960399878,13,0
73.26616018,0,3,11,0,0.948455761,20,0
4.695955805,0,1,14,0,0.887816413,6,0
15.33631104,9.802538463,6,13,1,0.722583615,11,0
0,23.17841003,2,11,0,0.733719108,23,0
7.608062416,4.23807722,4,17,0,0.714792696,4,1
44.01181069,0,0,9,0,0.777243765,20,0
60.83529654,2.343858204,2,8,0,0.74069844,16,0
0,16.83038586,6,11,1,0.778014412,7,1
65.82522246,0,2,11,0,0.815517417,22,1
87.36066414,0,6,8,0,0.982894835,11,1
45.61287931,0,4,13,1,0.883112818,24,1
110.4524938,0,3,11,0,0.950492136,1,0
0,5.185479978,1,8,0,0.91310545,7,0
0,19.15342297,4,8,0,0.733750939,12,0
0,7.049185512,1,8,0,0.920776122,7,0
93.58189104,1.69794142,3,15,1,0.782529664,23,0
56.28820693,1.331003438,2,17,1,0.891732354,7,0
24.83123333,0,1,15,0,0.802288592,10,0
39.69916255,12.257196,0,9,0,0.999301679,16,0
0,3.320857922,0,14,1,0.779065444,8,0
120,2.366330731,6,15,0,0.783739141,9,1
33.01973978,33.73904855,4,15,0,0.979201677,9,0
32.1412584,6.822962187,3,17,1,0.707393321,2,1
59.45189074,0,6,14,0,0.909006696,13,0
48.60700972,0.079788231,4,12,0,0.917597917,13,0
37.21412694,14.72469072,4,8,0,0.950913573,23,0
0,5.098065443,6,16,1,0.992331793,23,0
48.18426601,0,5,14,0,0.992680576,4,0
110.6841699,12.59308654,4,9,0,0.719583027,24,0
86.90792618,0,5,13,0,0.946551797,12,1
97.8861404,21.46546134,0,9,0,0.89389298,17,0
4.642817378,14.08862601,0,8,0,0.89420264,2,0
0,0,4,14,0,0.738504978,13,0
21.72066318,15.95753312,0,9,0,0.89505615,18,1
29.76321587,4.675729028,3,9,0,0.994744774,15,0
75.77631759,11.97508505,5,12,1,0.973545571,8,0
0,8.552484613,5,12,0,0.831739198,15,0
95.06649858,0,4,14,1,0.711984392,1,1
20.29299362,0,0,8,0,0.808688047,20,0
8.379573864,13.62283903,1,15,0,0.947917093,10,0
0,0.93145861,6,10,0,0.91044973,12,0
0,0.290972089,6,11,0,0.837803097,5,0
63.76773324,0,5,16,1,0.716530461,9,0
30.54274121,7.983970545,4,11,0,0.828068418,23,0
0,23.22518146,4,17,0,0.840707482,8,0
0,0,3,12,0,0.97856666,16,0
12.41593531,4.269935014,2,14,0,0.892325831,14,0
101.2462859,17.17766811,2,11,0,0.793495875,13,1
15.79196324,3.304079796,5,8,0,0.857595479,23,0
0,8.251542904,6,16,0,0.719816592,21,0
16.4055628,0,3,11,0,0.991770471,13,0
15.21009176,8.027752942,3,16,0,0.808017971,5,0
0,2.304355514,3,13,0,0.843360206,16,0
24.88838288,13.21151397,5,8,0,0.806585192,11,0
17.06170963,15.08681691,2,10,0,0.904753519,22,0
58.14211419,28.12638447,6,9,0,0.898669647,5,1
109.2189522,9.435011627,3,16,0,0.914596693,13,0
77.21074566,7.074452691,6,8,0,0.780442969,11,1
15.38001026,5.852385059,0,16,0,0.794700544,19,1
0,0.760431647,4,16,1,0.737575369,3,0
120,7.192440502,4,15,0,0.896652992,15,0
29.91800927,1.297616876,6,15,0,0.711939138,7,0
27.91130642,5.61131078,1,8,1,0.879304701,7,1
26.22516648,16.29772019,1,15,1,0.960908765,6,1
36.0709952,0,5,17,0,0.967249644,3,0
20.89769596,14.64502043,5,10,1,0.834711328,13,1
1.875901873,16.29323347,4,14,0,0.837791106,7,1
3.063510775,2.94672618,0,8,0,0.723090755,5,0
25.84286294,0,2,8,0,0.901229508,23,0
3.215674376,0,2,17,0,0.946377826,18,0
0,16.10612244,5,12,0,0.773396516,22,0
32.00990231,3.832044059,0,12,0,0.826390264,8,0
15.9964095,0,5,15,0,0.951651801,17,0
93.93408656,0,2,14,1,0.96313614,20,1
0,11.86206204,6,15,1,0.772953994,1,0
75.65736351,9.12906135,5,13,0,0.86517119,14,0
82.50652829,1.82275392,3,13,1,0.757747945,17,0
0,0.633417803,6,9,1,0.730563629,10,0
12.11007704,0.40154621,5,13,0,0.97333615,12,0
10.83605704,0,4,12,0,0.946152251,16,0
0,19.06691175,5,10,0,0.928010471,14,0
0,1.047282759,4,13,1,0.714629896,16,0
0,15.36368635,0,15,0,0.953118638,8,0
104.934937,18.19220301,2,16,0,0.831413223,23,0
68.75280762,13.32851022,6,8,0,0.802718537,10,1
83.63506647,0.030847534,6,10,0,0.863942908,17,0
59.27046613,7.799198768,1,10,0,0.727405973,18,0
0,3.819698546,1,15,0,0.926993965,20,0
4.053308344,0,2,8,0,0.874730523,16,0
48.97766657,7.061088968,1,12,1,0.755977029,17,0
0,0,6,10,1,0.75646966,16,0
58.88614872,15.0895448,5,9,0,0.755274595,19,0
16.64561251,0,0,15,1,0.717100716,24,0
10.68629623,5.915392549,0,10,0,0.876339535,24,0
58.79582712,6.679144889,2,14,0,0.952104453,8,0
46.9788459,1.63701593,1,8,0,0.705249464,6,0
11.30017735,9.500672025,5,13,1,0.714701393,6,1
78.66251008,0,0,10,1,0.871831083,21,0
0,12.1473457,0,15,0,0.945848706,9,0
54.58542154,0,3,13,1,0.798021667,4,0
53.5736613,5.21997432,3,9,0,0.80488432,12,0
13.57851841,22.07579969,6,13,0,0.878903949,12,1
41.74464676,0,0,14,0,0.782263867,23,0
0,0,2,12,0,0.70798251,17,0
68.23655043,8.823798181,4,10,0,0.920568555,15,1
19.101345,5.714728848,4,11,1,0.887694974,9,1
4.132941961,7.305394755,5,11,0,0.8742268,7,0
73.77434909,8.593907549,0,13,0,0.922505239,10,0
0,9.947305899,0,17,0,0.902569251,16,0
0,14.36437306,6,8,0,0.761764596,12,1
0,7.855819467,0,11,1,0.805744314,7,0
54.14562868,1.801127389,2,17,0,0.737833043,18,0
0,10.2993132,3,11,0,0.738957104,15,0
105.0467605,21.71268104,0,17,1,0.902858724,6,0
0,2.811276745,0,8,0,0.957580032,12,0
102.461888,0,6,16,0,0.988819775,11,1
36.64402656,14.34001603,1,11,0,0.888504135,20,0
23.00888572,2.925219784,6,14,0,0.755230397,3,0
3.149463196,0,6,10,0,0.731695104,2,0
44.97931861,11.92531408,2,17,0,0.943855291,6,1
25.62657304,0,5,10,1,0.873626943,24,0
76.17998592,3.202790522,0,15,1,0.885485506,22,0
32.35539587,7.131961004,6,15,0,0.934438627,5,0
33.95379278,5.816259972,6,8,0,0.910983168,18,0
11.18293448,10.64226168,1,17,1,0.950337476,16,1
24.77093129,0,6,9,0,0.716864172,8,1
40.93241282,8.816339493,4,15,0,0.924256191,20,0
0,1.631048397,5,8,0,0.955255827,22,0
0,10.91528294,0,15,1,0.785840513,11,0
60.22718083,9.767323285,0,15,0,0.892134182,10,1
34.86494249,0,1,9,0,0.794248619,24,0
19.14205583,14.14380978,2,11,0,0.98739132,12,1
28.11090119,0,0,13,1,0.710027072,21,0
42.69500995,11.55924921,4,16,0,0.873937853,6,0
3.378069773,7.460298721,0,15,1,0.749951064,20,0
0,21.13891734,4,15,0,0.913666062,5,0
35.97176562,1.966581261,5,14,0,0.752767085,23,1
0,0.796230088,5,16,0,0.770614979,9,0
45.38326511,3.864113021,3,9,0,0.848311243,16,0
0,1.225281804,3,10,1,0.974450485,22,0
72.89466246,11.48377533,4,17,0,0.763514312,14,0
48.23429608,0,2,15,0,0.743272006,22,0
38.63846145,0,0,13,0,0.92769305,8,0
70.83587424,0,6,17,0,0.85018586,20,1
101.0891194,12.88210289,0,16,0,0.973535534,19,1
72.23953303,19.95257575,3,17,0,0.743984367,14,0
0,3.073379104,6,11,1,0.893778368,7,0
0,2.474746214,4,15,0,0.769863744,5,0
0,4.696156825,6,17,0,0.747028129,18,0
28.45017807,14.84960729,0,10,0,0.905028825,2,0
50.23091409,0,0,10,0,0.878105386,11,0
0,6.261421137,2,15,0,0.926448238,22,0
35.56950954,13.1135681,1,12,1,0.792838773,8,1
0,8.704637211,6,10,0,0.834391497,1,0
0.198560891,5.807722432,3,17,0,0.821641503,22,0
0,13.3539462,3,8,0,0.995226839,12,0
0,0,1,10,1,0.787674687,2,0
0,10.34861566,0,16,0,0.788445172,18,1
0,0,2,12,0,0.806364463,7,0
73.97961226,0,2,17,0,0.869378224,17,0
0,8.798640674,3,9,0,0.775696823,22,1
120,16.81906023,2,14,0,0.974586982,23,0
49.15239081,2.766501749,5,9,0,0.779705669,14,0
35.48396536,12.90597432,1,11,0,0.968744719,24,0
0,19.03810715,0,14,0,0.731042519,7,0
58.32393557,16.27276884,5,11,1,0.896968811,22,1
1.788355893,19.29557597,1,14,0,0.972095656,3,0
32.7002135,10.94612951,4,14,0,0.750624832,6,1
120,4.746201925,6,8,0,0.990498088,20,0
23.0378287,0,3,13,0,0.835865008,2,0
78.21692069,1.756444781,2,16,0,0.983714533,17,0
0,0,4,9,0,0.903046013,12,0
25.74382324,24.23341409,2,10,0,0.790476061,12,0
105.7559856,2.40905363,5,17,0,0.756490757,17,0
0,5.190450482,0,12,1,0.791120514,10,0
107.6013508,9.173250845,0,16,0,0.727905223,3,0
58.65368337,4.450187363,0,11,1,0.74316039,20,0
2.371947965,19.80785365,2,8,0,0.731398132,18,1
55.31528024,0,4,11,0,0.826883063,13,0
70.38673761,5.854460279,0,13,0,0.938673513,12,1
54.84570656,0,4,12,0,0.742415066,17,0
0,0,2,8,0,0.73909613,4,0
0,0,5,11,0,0.893028685,23,0
16.32688954,3.700281738,4,13,1,0.759154895,10,0
23.99606943,0.052404624,5,17,1,0.729283011,11,0
54.79528926,0,2,17,0,0.750054573,6,0
35.16781737,0,2,11,0,0.977119419,6,0
0,3.271864599,3,16,0,0.946441376,9,0
44.14018885,0,2,12,0,0.806219369,15,1
54.34837614,11.11285556,2,15,0,0.89674623,2,1
52.09770273,4.811355367,1,16,1,0.861182702,4,0
75.18210283,0,0,17,0,0.903137279,5,0
64.24412132,1.169212309,3,12,0,0.904801346,17,0
47.63978843,0,6,13,0,0.888620205,8,0
24.18516643,7.012873124,3,8,0,0.779830411,8,0
0,16.51024111,3,14,0,0.711701926,22,0
46.32994094,0,6,11,0,0.836670035,12,0
36.49648835,5.114392304,1,9,0,0.967292165,21,0
39.32742193,2.555549002,5,12,0,0.870849178,8,0
0,10.28784109,2,10,0,0.949717313,19,0
0,6.02733052,0,13,1,0.997487303,3,1
73.95794783,0,4,15,0,0.749084861,18,1
25.54148034,1.077659927,6,14,0,0.907533292,21,0
57.49052523,0,5,10,0,0.902288072,19,0
28.54886798,14.05104736,6,15,0,0.993986634,19,0
28.6125734,4.242893818,2,9,0,0.99568022,15,0
68.86825007,21.72485179,1,17,1,0.906003584,6,0
4.428848388,3.480589906,6,16,0,0.773084438,16,0
31.55310398,0,2,11,0,0.939566751,8,0
6.811302166,0,2,8,0,0.73210874,16,0
8.042156162,0,1,15,0,0.934209791,18,0
13.59510385,0,3,14,1,0.973058837,20,0
37.13657552,6.528853423,3,12,1,0.814850018,16,0
6.081390255,8.775600424,0,17,0,0.889190588,11,0
82.93503473,0,0,12,0,0.82904282,7,0
0,12.36812557,3,14,0,0.831329516,17,1
19.01407868,0,5,12,1,0.793111267,17,0
7.810207631,5.409809283,4,15,0,0.928638886,12,0
91.40782161,19.03757122,2,13,1,0.980852969,13,0
36.00320359,12.38487401,4,12,0,0.982225258,10,1
73.01380421,1.547501856,2,16,0,0.752434385,7,0
0,0,3,9,0,0.962423095,14,0
39.12676684,0,0,8,1,0.921229432,23,0
66.71249859,0,5,15,1,0.77585122,1,1
30.94001396,2.081297658,0,10,0,0.720185384,17,0
74.50416425,0,4,14,0,0.78039918,4,0
4.373740693,2.82408012,0,17,0,0.973662471,21,0
89.74046568,4.759390903,3,15,0,0.889953602,5,0
120,1.953654945,5,13,0,0.916316398,20,0
11.21721398,0,4,17,0,0.777145705,24,1
7.554481623,5.613112056,5,16,1,0.915816447,23,1
91.69168939,8.154538328,2,14,0,0.708436452,7,0
97.2829005,0,0,17,1,0.812596404,10,0
4.126871376,17.16568871,5,12,0,0.888026005,17,0
8.676187482,3.127884347,1,15,0,0.74382897,7,0
14.80860893,4.21999818,0,9,0,0.946901072,1,0
0,10.63075453,2,14,0,0.77050939,7,0
0,6.213502132,5,11,0,0.895684334,24,0
0,12.9084116,4,16,0,0.821559143,11,0
0,6.714820549,2,8,0,0.878813079,9,0
25.7572755,0,1,14,0,0.732235166,12,0
37.67186715,7.406512312,5,13,0,0.70507384,3,1
95.99477345,0,6,15,0,0.972869328,4,0
0,5.054258187,6,12,1,0.780889003,4,0
70.90816009,3.73568318,3,8,1,0.945903101,13,0
17.81255089,2.109320637,0,8,0,0.99980509,23,0
25.10244515,2.849369731,4,16,0,0.763429377,19,1
57.19448974,0,3,17,0,0.779551222,10,0
0,0,5,13,1,0.898857936,5,0
44.23819504,4.90811817,6,17,0,0.98963459,7,0
34.66939803,5.531292344,6,12,0,0.974744304,24,0
49.11399126,0,6,8,0,0.850862656,16,0
40.10680334,15.81517134,5,13,0,0.938533085,1,0
120,0,6,13,0,0.740723756,12,0
0,13.06018491,2,10,0,0.993231455,2,1
3.766334709,8.017405047,5,15,0,0.98930597,7,0
0,0,4,8,0,0.749118687,11,0
2.681650545,20.55423112,3,8,0,0.789826937,13,0
0,0,4,13,0,0.730046499,2,0
79.97789029,12.5923913,1,17,1,0.78151528,7,0
90.23480929,13.34963332,6,8,0,0.944786737,15,0
2.005093321,0,1,13,1,0.813494682,11,0
0,16.99395388,0,8,0,0.72651909,2,0
48.18192647,1.719395279,0,13,0,0.802667657,7,0
2.825834361,6.729415799,1,10,1,0.994415,4,1
55.33850148,6.465571988,5,15,0,0.888905079,11,0
36.2853722,2.795700107,4,13,1,0.824848284,2,0
0,11.58482728,1,8,0,0.749961554,16,0
95.86205599,11.42376389,0,12,1,0.995853039,7,1
106.8671165,0,1,15,0,0.946254703,13,0
0.142249523,16.17443384,5,10,0,0.784443191,5,1
10.11556688,0,1,13,0,0.721020609,17,0
39.96044049,13.64688187,4,12,1,0.716987667,21,1
42.11346206,14.52251401,3,13,1,0.736113445,12,0
56.47335598,0,5,17,1,0.874230575,19,1
116.3636605,0.224333415,0,8,1,0.978629026,7,0
19.45381664,0,4,14,0,0.849023028,6,0
0,2.046045147,1,16,0,0.952883645,8,0
0,1.18013731,1,9,0,0.833765986,13,0
0,11.29516849,3,17,0,0.912575064,5,0
25.82630466,16.229938,0,12,0,0.919561821,2,0
106.8086374,17.02388446,0,17,0,0.752189112,9,0
4.359435677,0,2,11,0,0.808364818,11,0
37.20987008,2.099044523,0,13,0,0.891190647,24,0
26.56644053,0,3,13,0,0.721208982,6,0
79.95027456,0,6,9,0,0.808462056,7,0
120,13.01735538,2,9,0,0.86043984,7,1
3.77201429,19.068838,2,11,0,0.998867348,19,0
5.607693918,0,1,8,0,0.842360069,6,0
73.55952508,0,1,16,0,0.944817027,11,0
57.50784073,3.799145224,0,14,0,0.829620186,11,0
109.1193121,6.650067986,2,14,0,0.938917217,7,0
53.16721441,0,1,10,0,0.87862444,2,0
11.37435343,7.988266723,3,10,0,0.965978632,19,0
53.46526329,0,1,8,0,0.823282766,4,0
76.41932814,3.910306814,5,10,0,0.881291326,6,0
63.64861362,9.124882891,5,10,0,0.889005604,17,1
49.77076875,4.104429859,1,11,1,0.825214883,5,0
74.55708276,0,2,11,1,0.743293613,7,0
79.10408112,3.025388178,6,10,0,0.728067822,9,0
88.53578094,3.222973468,6,17,0,0.705001465,1,0
56.03760719,0.60378381,2,15,0,0.962060279,1,0
19.88933334,1.63802875,4,15,0,0.770942474,19,0
33.79480986,18.91134469,6,8,1,0.763452025,6,0
80.75295731,9.260983111,5,14,0,0.92081062,18,0
0,1.296883071,3,9,0,0.796004834,10,0
43.62955141,10.52604184,2,8,0,0.851813408,11,0
9.865787578,0.940347477,0,10,1,0.74875332,1,0
28.56776328,14.95419272,5,11,0,0.987923716,1,0
83.94065326,7.482197945,3,13,0,0.95547442,13,0
35.76146826,3.046848289,3,17,0,0.959136887,5,0
29.35166057,8.20825488,2,12,0,0.822032125,20,0
0,0,3,11,0,0.928708364,1,0
60.35964044,0,2,15,0,0.743162847,20,0
55.89468034,0,6,11,1,0.702585701,3,0
120,5.374006931,1,17,1,0.70599188,18,0
13.65686524,20.15625019,5,9,1,0.875980521,9,0
37.00438301,24.79470873,4,10,0,0.836618472,14,0
38.34398361,9.978269861,1,13,1,0.855404605,17,0
97.18901631,8.702315169,5,15,0,0.702238942,23,0
23.07169682,0,2,15,0,0.826805986,14,0
39.65719776,0,5,16,0,0.915420448,4,0
54.22921962,0,6,14,0,0.832808111,5,0
35.56252465,0,2,9,0,0.919665762,21,0
7.513226099,2.481050396,1,15,0,0.769905689,17,0
35.89399224,0,0,14,0,0.943942601,22,0
74.86534104,0,0,15,1,0.876529372,2,0
0,10.99990641,5,10,0,0.76322893,23,1
33.18583059,0,0,14,0,0.771016143,22,0
0,6.269585005,2,17,0,0.888409139,5,0
80.24507607,23.3326629,3,16,0,0.948981878,4,0
0,0,2,10,0,0.824688335,4,0
2.529019132,0,3,17,0,0.777490129,6,0
44.00788415,1.385006142,1,13,0,0.960103482,20,0
96.66044677,14.2830934,4,9,0,0.900780488,21,1
24.38080928,22.25638185,3,9,0,0.834425646,13,0
2.693950305,0,0,12,1,0.846370059,22,0
110.6457354,8.66376635,2,12,0,0.76127694,5,0
0,0,1,14,0,0.888040789,23,0
0,3.059437873,0,9,1,0.807622753,23,0
46.79058438,28.635809,1,14,0,0.998693553,7,0
5.048749378,0,4,12,0,0.844055055,20,0
0,6.404360951,6,13,1,0.845765682,1,0
58.68046851,8.394024222,2,15,0,0.869755536,14,0
38.09660949,14.14198902,5,17,0,0.975026801,24,0
2.300528778,4.95590141,2,11,0,0.94024543,4,0
0,6.909425621,4,14,0,0.835339021,17,0
65.95156464,0.402565266,2,13,0,0.91560978,21,0
56.10368433,6.547455146,5,17,0,0.87587065,14,0
22.8997644,0.853185142,3,9,0,0.847710115,16,0
109.1161959,9.825021232,1,15,0,0.757694732,14,0
0,0.607510067,5,17,0,0.839180879,16,0
0,7.551555582,0,16,0,0.773745576,24,1
0,3.772575991,4,12,0,0.974452645,20,0
25.27426068,14.51642389,3,17,0,0.800622044,8,0
38.07617146,3.566769325,0,11,0,0.985679204,24,0
16.60526237,0,0,13,1,0.859916587,3,0
42.89323337,15.77996023,4,15,0,0.889463314,19,0
0,0,3,10,0,0.862882133,1,0
91.26544535,0,6,17,0,0.738814185,2,1
23.65410601,0,0,8,0,0.812746366,15,0
76.80003958,16.82630965,0,11,1,0.729743834,22,1
42.47983101,0,3,11,0,0.886886213,10,0
47.53225742,33.22423654,2,8,1,0.834062259,18,0
52.53976316,13.86551902,0,16,0,0.933395491,22,0
47.13150037,6.12071888,1,10,0,0.766141144,14,0
55.77232537,3.534218456,3,12,0,0.749369818,17,0
86.18713375,6.700219475,0,13,1,0.821899669,13,1
36.00171452,8.890890244,4,15,0,0.977975615,1,0
58.70914998,10.04489607,5,13,0,0.913126545,5,0
23.318046,9.211556372,1,10,0,0.825677087,13,0
91.10383431,4.877762517,5,13,0,0.855181651,14,0
0,2.209554842,5,8,1,0.725263903,24,0
107.0914408,2.637938141,0,11,0,0.995372769,3,0
25.5147712,2.232153959,1,13,0,0.899922191,15,0
0,14.58821469,1,14,0,0.785621221,19,0
32.97025729,9.564493841,2,17,0,0.875742518,17,0
0,0,5,10,1,0.73284471,3,0
64.54193755,10.14426313,1,16,0,0.989751001,16,1
0,5.855657494,2,14,0,0.752435496,14,0
7.524311308,3.870723574,3,8,1,0.894409095,12,0
0,0.431673802,2,9,0,0.773636339,12,0
7.253014209,14.49840579,4,8,0,0.915268415,11,0
0,12.85623974,6,16,0,0.93304641,17,1
0,0,0,16,0,0.902025919,8,0
60.98709988,7.830093577,3,14,0,0.884349838,17,0
62.11189841,0,6,17,1,0.967740728,21,0
46.14558764,0,6,10,0,0.723588013,23,0
0,0,3,12,0,0.79927443,20,0
25.18008965,12.06454447,4,11,1,0.774486244,11,1
27.13449384,12.90830383,2,14,0,0.996404189,2,0
0,8.816149987,0,16,0,0.816816934,10,0
93.90773676,10.78774297,2,9,0,0.91978381,10,1
66.16889713,8.844912142,1,15,1,0.905417549,11,0
17.50348312,0,2,16,0,0.763624371,6,0
28.48539413,8.06137484,3,17,0,0.771699304,4,0
36.52728825,11.488124,0,17,1,0.784385369,24,0
0,11.05924728,2,16,0,0.823338183,12,0
16.34201002,15.10102024,0,17,0,0.77029752,11,0
0,10.63158612,0,14,1,0.705895445,23,0
0,7.313002763,1,16,0,0.963817917,23,0
14.83893007,13.99658104,1,16,0,0.989682949,13,0
106.9472644,3.798071109,3,10,1,0.802471116,5,1
55.68902951,0,4,11,0,0.801552064,6,0
1.985921124,2.528262668,6,9,0,0.702127544,1,0
52.66451434,0,0,17,1,0.904075206,6,0
